"study"	"variable1"	"variable2"	"df1"	"r"	"covariates"	"comment"	"v"	"v.from.raw.chisq"	"subsample"	"var1values"	"var1moment"	"var2values"	"var2moment"	"chisq"	"n"	"OR"	"df2"	"p"	"t"	"F"	"counter"	"d"	"etasq"	"insignificanceOnly"	"size"	"var1_dependent"	"var1_direction"	"var1_values"	"var1_uniqueVarID"	"var1_psytype"	"var2_dependent"	"var2_direction"	"var2_values"	"var2_uniqueVarID"	"var2_psytype"	"pred_psytype"	"dep_psytype"	"dependent"	"p.computed.from.chisq"	"v.computed.from.chisq"	"r.computed.from.or"	"d.computed.from.or"	"r.computed.from.t"	"p.computed.from.t"	"d.computed.from.t"	"p.computed.from.f"	"etasq.computed.from.f"	"omegasq.computed.from.f"	"d.computed.from.f"	"r_fam_sign"	"r.computed.from.v"	"r.computed.from.v.from.raw.chisq"	"r.computed.from.v.computed.from.chisq"	"r.computed.from.etasq"	"r.computed.from.etasq.computed.from.f"	"n.extracted"	"r.averaged.from.computations"	"r_fam_es"	"var1_classification"	"var2_classification"
"myung2012.r"	"Smoking is no riskier than many other things"	"Intention to quit"	NA	NA	NA	"Retrieved from Table 2. p 24 under Self-exempting beliefs"	NA	NA	NA	NA	NA	NA	NA	NA	363	0.7	NA	NA	NA	NA	FALSE	NA	NA	FALSE	363	"cessation"	NA	NA	"myung2012.r_smokingisnoriskierthanmanyotherthings"	"belief"	"cessation"	NA	NA	"myung2012.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	-0.097850761057659	-0.196645202866371	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.097850761057659	-0.097850761057659	NA	NA
"myung2012.r"	"Self-efficacy regarding quitting smoking"	"Intention to quit"	NA	NA	NA	"Retrieved from Table 2. p 24 Self-efficacy"	NA	NA	NA	NA	NA	NA	NA	NA	363	2.89	NA	NA	NA	NA	FALSE	NA	NA	FALSE	363	"cessation"	NA	NA	"myung2012.r_selfefficacyregardingquittingsmoking"	"belief"	"cessation"	NA	NA	"myung2012.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	0.280781846139829	0.585101375075407	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.280781846139829	0.280781846139829	NA	NA
"myung2012.r"	"Degree of difficulty in quitting"	"Intention to quit"	NA	NA	NA	"Retrieved from Table 2. p 24 Degree of difficulty in quitting"	NA	NA	NA	NA	NA	NA	NA	NA	363	1.13	NA	NA	NA	NA	FALSE	NA	NA	FALSE	363	"cessation"	NA	NA	"myung2012.r_degreeofdifficultyinquitting"	"belief"	"cessation"	NA	NA	"myung2012.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	0.0336719513436965	0.0673821124509265	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0336719513436965	0.0336719513436965	NA	NA
"myung2012.r"	"Health damage from smoking"	"Intention to quit"	NA	NA	NA	"Retrieved from Table 2. p 24 Degree of damage to one's health from smoking"	NA	NA	NA	NA	NA	NA	NA	NA	363	2.78	NA	NA	NA	NA	FALSE	NA	NA	FALSE	363	"cessation"	NA	NA	"myung2012.r_healthdamagefromsmoking"	"belief"	"cessation"	NA	NA	"myung2012.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	0.271283707831628	0.563706740593231	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.271283707831628	0.271283707831628	NA	NA
"panday2005.r"	"brother non-smoking"	"smoking status"	NA	0.15	NA	"retrieved from table V, Black african students
  Intention not to smoke."	NA	NA	"black african students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_brothernonsmoking"	"belief"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.15	"descriptive norm"	"behavior"
"panday2005.r"	"self-efficacy not to smoke"	"smoking status"	NA	0.51	NA	"retrieved from table V, Black african students
  Intention not to smoke."	NA	NA	"black african students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_selfefficacynottosmoke"	"determinant"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.51	"self-efficacy"	"behavior"
"panday2005.r"	"attitude cons"	"smoking status"	NA	-0.25	NA	"retrieved from table V, colored students
  Intention not to smoke."	NA	NA	"colored students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_attitudecons"	"belief"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	-0.25	"attitude"	"behavior"
"panday2005.r"	"social pressure not to smoke"	"smoking status"	NA	0.03	NA	"retrieved from table V, colored students
  Intention not to smoke."	NA	NA	"colored students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_socialpressurenottosmoke"	"belief"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.03	"injunctive norm"	"behavior"
"panday2005.r"	"best friend non-smoking"	"smoking status"	NA	0.29	NA	"retrieved from table V, colored students
  Intention not to smoke."	NA	NA	"colored students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_bestfriendnonsmoking"	"belief"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.29	"descriptive norm"	"behavior"
"panday2005.r"	"self-efficacy not to smoke"	"smoking status"	NA	0.68	NA	"retrieved from table V, colored students
  Intention not to smoke."	NA	NA	"colored students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_selfefficacynottosmoke"	"determinant"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.68	"self-efficacy"	"behavior"
"panday2005.r"	"intention not to smoke"	"smoking status"	NA	0.53	NA	"retrieved from table V, colored students
  Intention not to smoke."	NA	NA	"colored students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_intentionnottosmoke"	"belief"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.53	"intention"	"behavior"
"panday2005.r"	"social pressure not to smoke"	"smoking status"	NA	-0.02	NA	"retrieved from table V, white students
  Intention not to smoke."	NA	NA	"white students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_socialpressurenottosmoke"	"belief"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	-0.02	"injunctive norm"	"behavior"
"panday2005.r"	"self-efficacy not to smoke"	"smoking status"	NA	0.68	NA	"retrieved from table V, white students
  Intention not to smoke."	NA	NA	"white students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_selfefficacynottosmoke"	"determinant"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.68	"self-efficacy"	"behavior"
"panday2005.r"	"intention not to smoke"	"smoking status"	NA	0.61	NA	"retrieved from table V, white students
  Intention not to smoke."	NA	NA	"white students"	NA	1	NA	1	NA	93	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	93	"cessation"	"consistent"	"NA"	"panday2005.r_intentionnottosmoke"	"belief"	"cessation"	"consistent"	"NA"	"panday2005.r_smokingstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.61	"intention"	"behavior"
"Pederson1984.r"	"Perceived severity"	"Quitting"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	511	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	511	"cessation"	"consistent"	"NA"	"Pederson1984.r_perceivedseverity"	"belief"	"cessation"	"consistent"	"NA"	"Pederson1984.r_quitting"	"belief"	"belief"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"risk perception"	"behavior"
"Pederson1984.r"	"Likelihood that smoking is causing chest problem"	"Quitting"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	511	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	511	"cessation"	"consistent"	"NA"	"Pederson1984.r_likelihoodthatsmokingiscausingchestproblem"	"belief"	"cessation"	"consistent"	"NA"	"Pederson1984.r_quitting"	"belief"	"belief"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"risk perception"	"behavior"
"Pederson1984.r"	"Efficacy of smoking cessation"	"Quitting"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	511	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	511	"cessation"	"consistent"	"NA"	"Pederson1984.r_efficacyofsmokingcessation"	"belief"	"cessation"	"consistent"	"NA"	"Pederson1984.r_quitting"	"belief"	"belief"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"response efficacy"	"behavior"
"Pederson1984.r"	"Concern over disease"	"Quitting"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	511	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	511	"cessation"	"consistent"	"NA"	"Pederson1984.r_concernoverdisease"	"belief"	"cessation"	"consistent"	"NA"	"Pederson1984.r_quitting"	"belief"	"belief"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"risk perception"	"behavior"
"rijt2004.r"	"experienced social stimulation for abstinence"	"cessation readiness"	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	282	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	282	"cessation"	"consistent"	"NA"	"rijt2004.r_experiencedsocialstimulationforabstinence"	"determinant"	"cessation"	"consistent"	"NA"	"rijt2004.r_cessationreadiness"	"determinant"	"determinant"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.26	NA	NA
"rijt2004.r"	"pros of abstinence"	"cessation readiness"	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	282	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	282	"cessation"	"consistent"	"NA"	"rijt2004.r_prosofabstinence"	"determinant"	"cessation"	"consistent"	"NA"	"rijt2004.r_cessationreadiness"	"determinant"	"determinant"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA
"rijt2004.r"	"cons of abstinence,"	"cessation readiness"	NA	-0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	282	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	282	"cessation"	"consistent"	"NA"	"rijt2004.r_consofabstinence"	"determinant"	"cessation"	"consistent"	"NA"	"rijt2004.r_cessationreadiness"	"determinant"	"determinant"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	-0.06	NA	NA
"rijt2004.r"	"self-efficacy for abstinence"	"cessation readiness"	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	282	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	282	"cessation"	"consistent"	"NA"	"rijt2004.r_selfefficacyforabstinence"	"determinant"	"cessation"	"consistent"	"NA"	"rijt2004.r_cessationreadiness"	"determinant"	"determinant"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA
"rijt2004.r"	"attitude towards SCTs"	"cessation readiness"	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	282	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	282	"cessation"	"consistent"	"NA"	"rijt2004.r_attitudetowardsscts"	"determinant"	"cessation"	"consistent"	"NA"	"rijt2004.r_cessationreadiness"	"determinant"	"determinant"	"none"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA
"rohde2003.r"	"maternal smoking"	"initiation"	NA	NA	NA	"retrieved from table 1 p. 90."	NA	NA	NA	NA	1	NA	1	NA	198	1.68	NA	NA	NA	NA	NA	NA	NA	NA	198	"initiation"	"consistent"	"NA"	"rohde2003.r_maternalsmoking"	"belief"	"initiation"	"consistent"	"NA"	"rohde2003.r_initiation"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	0.141572560574314	0.286026009075266	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.141572560574314	0.141572560574314	NA	NA
"rohde2003.r"	"paternal smoking"	"initiation"	NA	NA	NA	"retrieved from table 1 p. 90."	NA	NA	NA	NA	1	NA	1	NA	198	1.19	NA	NA	NA	NA	NA	NA	NA	NA	198	"initiation"	"consistent"	"NA"	"rohde2003.r_paternalsmoking"	"belief"	"initiation"	"consistent"	"NA"	"rohde2003.r_initiation"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	0.0478977043976226	0.0959054846713328	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0478977043976226	0.0478977043976226	NA	NA
"rohde2003.r"	"any sibling smoking"	"initiation"	NA	NA	NA	"retrieved from table 1 p. 90."	NA	NA	NA	NA	1	NA	1	NA	198	1.38	NA	NA	NA	NA	NA	NA	NA	NA	198	"initiation"	"consistent"	"NA"	"rohde2003.r_anysiblingsmoking"	"belief"	"initiation"	"consistent"	"NA"	"rohde2003.r_initiation"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	0.0884390660600599	0.177573939830493	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0884390660600599	0.0884390660600599	NA	NA
"Salih1996.r"	"health"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	9.07	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	NA	"Salih1996.r_health"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.207465957616134	2.98377307150448e-19	0.423697645131416	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.207465957616134	0.207465957616134	NA	NA
"Salih1996.r"	"example setting"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	4.08	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	NA	"Salih1996.r_examplesetting"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.0949698852225364	4.69694113020638e-05	0.190593869033757	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0949698852225364	0.0949698852225364	NA	NA
"Salih1996.r"	"aesthetics"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	6.08	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	"NA"	"Salih1996.r_aesthetics"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.140751058519037	1.45911503432257e-09	0.284022236207167	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.140751058519037	0.140751058519037	NA	NA
"Salih1996.r"	"self-control"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	3.02	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	"NA"	"Salih1996.r_selfcontrol"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.0704401002617908	0.00256270351284019	0.14107683443185	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0704401002617908	0.0704401002617908	NA	NA
"Salih1996.r"	"quitting is important"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	7.69	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	"NA"	"Salih1996.r_quittingisimportant"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.17697409165223	2.38547316510151e-14	0.359232071781763	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.17697409165223	0.17697409165223	NA	NA
"Salih1996.r"	"quitting is personally relevant"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	6.25	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	"NA"	"Salih1996.r_quittingispersonallyrelevant"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.144605335082043	5.09344847039996e-10	0.291963647416907	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.144605335082043	0.144605335082043	NA	NA
"Salih1996.r"	"stopping is valuable"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	6.84	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	"NA"	"Salih1996.r_stoppingisvaluable"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.157929951843083	1.07582649379651e-11	0.319525015733063	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.157929951843083	0.157929951843083	NA	NA
"Salih1996.r"	"I am capable of stopping"	"cessation status"	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1831	NA	NA	NA	4.18	NA	FALSE	NA	NA	FALSE	1831	"cessation"	"consistent"	"NA"	"Salih1996.r_iamcapableofstopping"	"belief"	"cessation"	"consistent"	NA	"Salih1996.r_cessationstatus"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	0.0972758135294437	3.05254722838382e-05	0.195265287392428	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0972758135294437	0.0972758135294437	NA	NA
"schnoll2011.r"	"RFS-Stimulation"	"intention to quit"	1	NA	0	"RFS - Reasons For Smoking
  extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	227	NA	NA	31.2	NA	NA	NA	FALSE	995	"cessation"	"inconsistent"	NA	"schnoll2011.r_rfsstimulation"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	1.32565384453651e-07	0.120836560805577	0.116512345679012	0.741471331666181	-1	NA	NA	NA	NA	-0.347615535909397	NA	-0.347615535909397	-0.347615535909397	NA	NA
"schnoll2011.r"	"RFS-Reduce Negative Affect"	"intention to quit"	1	NA	0	"RFS - Reasons For Smoking
  extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	229	NA	NA	61.3	NA	NA	NA	FALSE	995	"cessation"	"inconsistent"	NA	"schnoll2011.r_rfsreducenegativeaffect"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	3.6198152584042e-13	0.211160868067516	0.207003089598352	1.0347668133829	-1	NA	NA	NA	NA	-0.459522434781498	NA	-0.459522434781498	-0.459522434781498	NA	NA
"schnoll2011.r"	"Craving-Positive Reinforcement"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	211	NA	NA	118.7	NA	NA	NA	FALSE	995	"cessation"	"inconsistent"	NA	"schnoll2011.r_cravingpositivereinforcement"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	6.4394089619736e-22	0.360024264482863	0.35591170244935	1.50007898686191	-1	NA	NA	NA	NA	-0.600020220061677	NA	-0.600020220061677	-0.600020220061677	NA	NA
"schnoll2011.r"	"Craving-Negative Reinforcement"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	213	NA	NA	61.4	NA	NA	NA	FALSE	995	"cessation"	"inconsistent"	NA	"schnoll2011.r_cravingnegativereinforcement"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	4.37674488896922e-13	0.223760932944606	0.219317356572259	1.07380242279131	-1	NA	NA	NA	NA	-0.47303375455099	NA	-0.47303375455099	-0.47303375455099	NA	NA
"schnoll2011.r"	"Risk Perception"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	162	NA	NA	16.7	NA	NA	NA	FALSE	995	"cessation"	"consistent"	NA	"schnoll2011.r_riskperception"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	0.000137453826972293	0.093452714045887	0.0873678352810239	0.642141478968884	1	NA	NA	NA	NA	0.305700366447093	NA	0.305700366447093	0.305700366447093	NA	NA
"schnoll2011.r"	"Self-efficacy"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	142	NA	NA	58.3	NA	NA	NA	FALSE	995	"cessation"	"consistent"	NA	"schnoll2011.r_selfefficacy"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	6.027399627103e-12	0.291063404892661	0.284649776453055	1.28150439762287	1	NA	NA	NA	NA	0.539502923896304	NA	0.539502923896304	0.539502923896304	NA	NA
"schnoll2011.r"	"RFS-Reduce Negative Affect"	"intention to quit"	1	NA	0	"RFS - Reasons For Smoking
extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	79	NA	NA	4.8	NA	NA	NA	FALSE	995	"cessation"	"inconsistent"	NA	"schnoll2011.r_rfsreducenegativeaffect"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	0.0628141262620722	0.0572792362768496	0.044811320754717	0.492988818010657	-1	NA	NA	NA	NA	-0.239330809293015	NA	-0.239330809293015	-0.239330809293015	NA	NA
"schnoll2011.r"	"Craving-Positive Reinforcement"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	105	NA	NA	5.2	NA	NA	NA	FALSE	995	"cessation"	"inconsistent"	NA	"schnoll2011.r_cravingpositivereinforcement"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	0.049214249070542	0.0471869328493648	0.0377697841726619	0.445078912211349	-1	NA	NA	NA	NA	-0.217225534524293	NA	-0.217225534524293	-0.217225534524293	NA	NA
"schnoll2011.r"	"Craving-Negative Reinforcement"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	105	NA	NA	3.4	NA	NA	NA	FALSE	995	"cessation"	"inconsistent"	NA	"schnoll2011.r_cravingnegativereinforcement"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	0.136032314511627	0.0313653136531365	0.0219378427787934	0.359894164336975	-1	NA	NA	NA	NA	-0.177102551232715	NA	-0.177102551232715	-0.177102551232715	NA	NA
"schnoll2011.r"	"Risk Perception"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	83	NA	NA	13.6	NA	NA	NA	FALSE	995	"cessation"	"consistent"	NA	"schnoll2011.r_riskperception"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	0.000805416697441646	0.140786749482402	0.129098360655738	0.809581179837444	1	NA	NA	NA	NA	0.375215603996425	NA	0.375215603996425	0.375215603996425	NA	NA
"schnoll2011.r"	"Self-efficacy"	"intention to quit"	1	NA	0	"extracted from table 1, 
  items 10 and on p. 329"	NA	NA	"current smokers"	NA	NA	NA	NA	NA	995	NA	76	NA	NA	11.3	NA	NA	NA	FALSE	995	"cessation"	"consistent"	NA	"schnoll2011.r_selfefficacy"	"belief"	"cessation"	"consistent"	NA	"schnoll2011.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	0.00243101478684388	0.129438717067583	0.116647791619479	0.771191832234538	1	NA	NA	NA	NA	0.359775926192377	NA	0.359775926192377	0.359775926192377	NA	NA
